time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_range,train/entropy_loss,train/approx_kl,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/n_updates,eval/mean_ep_length,eval/mean_reward
1800000,,,,0.2,-0.042574475163443516,0.003376086,211.22500610351562,0.9916253089904785,388.1215581059456,0.0009519282019027741,0.0003,0.011002604166666667,1460,8760.0,71550.07077844143
1806336,147,730,2473,,,,,,,,,,,,
1818624,148,730,2488,0.2,-0.03334734831902703,0.0018934408,83.24797058105469,0.9954562187194824,224.0275156279405,0.0038623595428362023,0.0003,0.019816080729166668,1470,,
1830912,149,731,2502,0.2,-0.0351589122316606,0.0016457429,154.84706115722656,0.9969254732131958,210.35243722200394,-0.0001378741188091226,0.0003,0.0150146484375,1480,,
1843200,150,732,2517,0.2,-0.03842481623008401,0.00092090573,81.32054901123047,0.9936873912811279,223.80943792661031,0.0007281010075530503,0.0003,0.012052408854166667,1490,,
1855488,151,732,2531,0.2,-0.038766622653626355,0.0015640712,121.67048645019531,0.9924901127815247,368.90298269589744,-0.00029808722077480826,0.0003,0.010636393229166667,1500,,
1860000,,,,0.2,-0.030794225104727957,0.0030704278,112.229248046875,0.9950346350669861,184.67532090346018,0.00264666478469735,0.0003,0.015966796875,1510,8760.0,73744.49181449413
1867776,152,730,2556,,,,,,,,,,,,
1880064,153,731,2570,0.2,-0.02789192947390499,0.0045745657,58.190338134765625,0.9979952573776245,139.59792804519336,2.831610278614486e-05,0.0003,0.017097981770833333,1520,,
1892352,154,731,2585,0.2,-0.028804593788663624,0.004273767,63.81399154663086,0.9967135787010193,158.4402259627978,-0.00021961805929701466,0.0003,0.015372721354166667,1530,,
1904640,155,732,2600,0.2,-0.026631614686084503,0.018897703,62.077362060546875,0.9959195256233215,178.46420051356156,-0.00028232253486445795,0.0003,0.016341145833333334,1540,,
1916928,156,732,2615,0.2,-0.016193958394615036,0.0033448508,123.64413452148438,0.9943328499794006,112.43699752489725,0.005331230361480266,0.0003,0.012255859375,1550,,
1920000,,,,0.2,-0.0175379763805419,0.120607875,27.899456024169922,0.9975581169128418,104.65233368277549,0.0047072460159445955,0.0003,0.0181884765625,1560,8549.4,73545.38415505885
1929216,157,730,2639,,,,,,,,,,,,
1941504,158,731,2654,0.2,-0.022757851597816625,0.051015988,75.04651641845703,0.9792172908782959,1408.0216462035974,0.001445219657034613,0.0003,0.0152099609375,1570,,
1953792,159,731,2669,0.2,-0.03364455695712725,0.00517978,84.1603775024414,0.9964215159416199,169.192140909036,0.0010977955576284633,0.0003,0.027351888020833333,1580,,
1966080,160,732,2683,0.2,-0.02510977738602378,0.008561141,159.84449768066406,0.9955833554267883,152.71314695080122,-0.0002321724736248143,0.0003,0.014225260416666666,1590,,
1978368,161,733,2698,0.2,-0.016971315433935766,0.3593103,50.665950775146484,0.9971107244491577,94.00296690762043,0.009610515429327886,0.0003,0.0316650390625,1600,,
1980000,,,,0.2,-0.03142243570955543,0.52738774,35.069740295410156,0.9898442029953003,82.81337926536798,-0.011542862795370942,0.0003,0.06222330729166667,1610,8732.2,76490.45994346142
1990656,162,730,2723,,,,,,,,,,,,
2002944,163,731,2739,0.2,-0.06901365488253457,0.46043888,35.002384185791016,0.9982059001922607,97.37025764783223,-0.008312187347473809,0.0003,0.072509765625,1620,,
